tweet,label,type
"Joy and relief asÃ°Å¸â€¡Â®Ã°Å¸â€¡Â³students from Kharkiv, Ukraine returning home safely due to the tough &amp; continuous efforts under #OperationGanga. 
3 medical students traveling happily with their pets by 12432 Thiruvananthapuram #Rajdhani Express.  
#IndianRailways @RailMinIndia @GMSRailway https://t.co/KxPjxQUMWl",non_complaint,cleanliness
"Indian Railways has recorded a growth of 17.65% in revenue generated from the Sale of Scrap in FY 2022-23, which is Rs 3,411.90 Cr. from April to November as compared to Rs 2,900 Cr. in FY 2021-22 for the same period: #IndianRailways",non_complaint,Revenue
"Experience our Smart Solutions. We are exhibiting our smart #RailwaySignaling Solutions in IRSE International Technical Seminar &amp; Exhibition 2022  from 30th June - 2nd July at Dr. Ambedkar International Centre in New Delhi.@ Booth no.1 - 3. 
#irse #IndianRailways  #Delhi https://t.co/RjeH6PpPca",non_complaint,Promotion of Railway Signaling Solutions
"#IndianRailways launched a month long Intensive #SafetyDrive from today to prevent derailments, Signal Passing at Danger &amp; other types of accidents.

During the drive, emphasis has been given on observance of signaling aspects and braking practices by Loco Pilots. 

@RailMinIndia https://t.co/pCWEB04Hpo",non_complaint,
Western Railways' (WR) authorities are looking to expedite the installation of closed-circuit television (CCTV) cameras on the 123-km-long suburban network from Churchgate to Dahanu. #IndianRailways #Railways #WesternRailway #India #FreePressJournal #CCTV https://t.co/A04spEh0ST,non_complaint,security
Six passenger trains to recommence services in Kerala from Monday https://t.co/9BAJ2a7g4p #kerala #trains #passengertrains #IndianRailways,non_complaint,Service Update
"To secure from train from collisions indian railways made a trial on Indigenous Automatic Train protecting system!!! Well done #IndianRailways 
#IRCTC #Kavach #BharatKaKavach",non_complaint,punctuality
"Linen Service Update :
Linen service will be restored on #Train No. 12253/54 Yesvantpur - Bhagalpur Anga Express from 28.05.2022
#IndianRailways 

@drmsbc @drmmalda @EasternRailway @ddchandanabng @airnewsalerts @airnews_bang @PIBBengaluru",non_complaint,Information/News
"Following COVID Appropriate Behaviour Makes Staying Safe from COVID Easier
#LargestVaccineDrive 
#Unite2FightCorona  #IndianRailways @RailMinIndia @gmwcrailway @wc_railway @drmkota @drmjabalpur @AshwiniVaishnaw @DarshanaJardosh @raosahebdanve https://t.co/9V4bh1KO4V",non_complaint,Informational
"An year of 12067/68 Guwahati-Jorhat Town Jan Shatabdi Express LHBfication Ã¢Å“Â¨

Sharing some pictures from LHB and ICF days.

Ã°Å¸â€œÂ¸: @railfansofnfr 

@RailNf @drm_lmg_nfr @RailMinIndia 

#IndianRailways #JanShatabdi #WDP4B #WDP4D #Guwahati #Jorhat #Lumding https://t.co/GVykoBgXPi",non_complaint,miscellaneous
"I am delighted that the @RailMinIndia has decided to introduce the state-of-the-art LHB-mounted Vistadome coaches between Visakhapatnam-Araku from today.

With the 360-degree viewing system, I am sure the journey by this train will be an unforgettable experience. #IndianRailways https://t.co/ZdaloDfWEP",non_complaint,punctuality
"Business Development Unit team- #Mysuru  Division achieved Another significant milestone in #Freight transportation.
For the first time 2655 tonnes of Maize Ã°Å¸Å’Â½Ã°Å¸Å’Â½ were loaded from Amaravathi colony in Karnataka to Chalakudi in Kerala.
#IndianRailways 

https://t.co/LfGTQ0C8q8 https://t.co/U6tUhVElUJ",non_complaint,security
"This new system will facilitate trains to run at higher speed of 110 Km per hour from the present lower speed of 50 km per hour.

#indianrailways #modernsignalling #Railwaynetwork #Kernexmicrosystems #Signallingsystem

https://t.co/eqLlTBlV9f",non_complaint,punctuality
"Thanks @IRCTCofficial for neat and clean services. 
After many requests, finally you have provided healthy &amp; hygienic facilities. 
Thank you again!! ðŸ™‚
*We'll try our best from our side.*

ðŸ“ Sealdah, Kolkata
#IndianRailways
#IRCTC https://t.co/yosYLkM5Hy",non_complaint,
Humble request to @AshwiniVaishnaw sir to operate one more train from Bihar to Kota. #IndianRailways #Students #patnatokota @RailMinIndia @RailwaySeva,non_complaint,Service
"#LIC raises #stake in #IRCTC. Should you buy IRCTC #shares?

LIC of India has raised stake in  IRCTC. The #IndianRailways' PSU informed Indian #StockMarket  exchanges about the development and said that the LIC has raised its stake in IRCTC from existing
 5.005 % to 7.278% https://t.co/acAisfPD2Z",non_complaint,Stock Market
"#IndianRailways increases the limit of online booking of tickets through @IRCTCofficial website/app from 12 tickets in a month to 24 tickets 

Details: https://t.co/ShSidrCDhN",non_complaint,Informational
"Howrah Maidan, Howrah Railway Station   From Esplande To Salt Lake Sector V #Kolkatametro #Kolkata #IndianRailways #Kolkatatourism #howrahbridge #cityofjoykolkata https://t.co/EEe8K2dvUZ",non_complaint,
"2 Vande Bharat trains to be launched from CSMT Mumbai On 10th Feb By @PMOIndia @narendramodi @Dev_Fadnavis @CMOMaharashtra @AshwiniVaishnaw 

@Central_Railway @GM_CRly @drmmumbaicr @ShivajiIRTS 

#VandeBharat #vandebharatexpress #IndianRailways #Railways #photography #mumbai https://t.co/IDOzi8p1gP",non_complaint,
"India Marching Ahead!

Transformation of Railways. From paper listing to hand-held terminals for TTE.
#IndianRailways https://t.co/3rFUti5srl",non_complaint,Informational
Transfer your confirmed train ticket to your relatives before of 24 hour from train departure. #IndianRailways #TicketTransfer https://t.co/uYh4zJLrOj,non_complaint,staff behaviour
"Consul General of Israel @KobbiShoshani  travelled in #VandeBharatTrain  from #Mumbai to Solapur inaugurated by PM @narendramodi 
He said, ""I am excited to see huge reforms in the #IndianRailways . It's proud moment for India to develop a semi high-speed train indigenously."" https://t.co/irUAe71vDO",non_complaint,Appreciation
#NTPC #IndianRailways @AshwiniVaishnaw @RailMinIndia Sir please change the center from Srinagar to anyother city there is no direct train connectivity in the city not able to go Srinagar also current security situation isn't good.,non_complaint,Service
"Leading the RPF contingent on today's #RepublicDayParade was Assistant Security Commissioner, Saurav Kumar, a bright young officer from @DrmChennai! ðŸ‘ #IndianRailways https://t.co/NfmkP8mpid",non_complaint,Positive feedback
"Whistling on the track to sustainability!

#ScrapQ is at the forefront of waste management at Vizag Railway Station, collecting plastic bottles and other recyclables from the station premises. 

#Recycling #RecycleIndia #Vizag #Vishakhapatnam #IndianRailways #VizagRailwayStation https://t.co/jDjhca1ijl",non_complaint,Positive feedback
"Shri Suvomoy Mitra, #CommissionerofRailwaSafety ( #CRS) , N.F. Circle conducting the mandatory #inspection  of the newly constructed #MetroLine (#OrangeLine) from Kavi Subash (New Garia) - Hemanta Mukherjee (Rubi More) stretch today on 30.01.2023.#IndianRailways #metrorail https://t.co/z7HW8T9fvY",non_complaint,Informational
"#IndianRailways is making 17 tunnels in 125 km long rail line between #Rishikesh and #Karnaprayag, using drill &amp; blast method. This will facilitate train movement in hilly terrain reducing travel time between the 2 points from 6 hours to less than 3 hours.
https://t.co/CSav9Wqts6",non_complaint,Appreciation
keep your masks on to stay protected from Covid. #IndianRailways @wc_railway @drmjabalpur @BhopalDivision https://t.co/aCXF6ZbGIP,non_complaint,safety
"#SafetyFirst #IndianRailways 
In connection with the International Level Crossing Awareness Day (ILCAD) to be observed on 09.06.2022, Divisional Railway Manager, Palakkad, Shri Trilok Kothari today(03.06.2022)flagged off a Road Show from #Mangaluru Central Railway station. https://t.co/XhSQonoH7z",non_complaint,Informational
Why this kind of human centric innovation lagged in Indian railways since Independence? What changed in @narendramodi rule? #BabyBerth is excellent innovation. Want to see many more out of box ideas from #IndianRailways under @AshwiniVaishnaw  leadership.,non_complaint,
"Cancelled trains include #Gorakhpur to Anand Vihar Terminal Humsafar Express, Ekta Nagar to #Ahmedabad #JanShatabdi, and Intercity Express from Bareilly to New Delhi.

@IRCTCofficial | #IndianRailways

Here is the full list: https://t.co/PlAA3ltBhP",non_complaint,Informational
"I do love travelling by train anywhere, but especially in South Asia. This was a particularly long journey from Chennai to Delhi - about 35 hours.

#india #indiantrains #trainjourney #indianrailways https://t.co/CjCQYxzLx1",non_complaint,Personal opinion
"Points from recent travel.
1) The #VandeBharat is much smoother than the #shatabdi by miles .
2) #IndianRailways now sends notifications via SMS .
3) TCs with handheld devices , no more paper reams .
4) Visible &amp; welcome upgrade in food quality.

https://t.co/R7B4JCUOyI",non_complaint,Travel observations
"#IndianRailways: Earns over Rs. 2583 crore till September 2022 compared to 2003 crores same period 2021-22 from Sales of scrap. @RailMinIndia . Again it is Economic Activity.

Indian Railways earns over Ã¢â€šÂ¹2,500 crore from sale of scrap
https://t.co/z6mrzivnx8

via NaMo App https://t.co/WJThWXGnUX",non_complaint,others
"Chairman  &amp; CEO/Railway Board inaugurates Iconic Week Celebrations of â€˜Azadi Ki Rail Gadi aur Stationsâ€™ 
@RailMinIndia to organize week long celebrations from 18th July-23rd July.
#AzadiKaAmritMahotsav
#IndianRailways 
@AshwiniVaishnaw 
@DarshanaJardosh 
@raosahebdanve https://t.co/hNc5eSbZbe",non_complaint,Update
"Was travelling from New Delhi to Trivandrum in First AC with my family, appreciate the handwork of the catering, cleaning and everyone who made this journey a memorable one, special shoutout to Surya from the catering team for taking good care of us. Thank you.
#IndianRailways",non_complaint,miscellaneous
"New Vlog!!! Vande Bharat experience from New Delhi Railway Station to Chandigarh Station! Please support â¤ï¸ðŸš‚ #IndianRailways 

LINK: https://t.co/8Ih75SIbUD https://t.co/JUh2OxELvf",non_complaint,Marketing/promotion
"#MarketsWithMC: Shares of Titagarh Wagons rose 12% in the early trade today after the company received a single largest order ever from the Indian Railways for 24,177 wagons valued at over Rs 7,800 crore.

Read more at â¬
https://t.co/6ApD76dgOK

#TitagarhWagons #IndianRailways",non_complaint,-
"Enhancing passenger safety!

In FY 22-23, a 70.11% growth is registered in the installation of Electronic Interlocking System escalating the number to 296 till 30.11.22, in comparison to 174 from the same period last year.
#IndianRailways https://t.co/gkB6QidnJ6",non_complaint,N
"#MetroRailway has started to sell new look Smart Cards from today (27.01.2023) .One lakhs such new Smart Cards, having #G20 logo, will be sold from booking counters of #BlueLine, #GreenLine &amp; #PurpleLine. #IndianRailways #Kolkata https://t.co/MFZGicrz7z",non_complaint,Announcement
"The steam locomotive WP 7000 is ready to depart from Nagpur, hauling the Delhi Janata Express - shot on 20th January 1983. Photo courtesy, Terry Case! #IndianRailways #vintage #History https://t.co/VKn5soskii",non_complaint,Historical
"I need help train number 12565 seat no 57 SE #IndianRailways
One women and two childrens are coming from siwan to delhi.
Kindly assist them by giving there reserved seat. She is alone and really need help.",non_complaint,Assistance
"New life
from today.

#IndiaAt75 
#AzadiKaAmritMahotsav 
#IndianRailways https://t.co/1JNKMzhm95",non_complaint,None
"@RailMinIndia @IRCTCofficial
@IndianRailUsers @IR_CRB @AshwiniVaishnaw @RailwaySeva
#IndianRailways Make Berth/Seat reservation system more open &amp; transparent by displaying the available vacant inventory along with layout plan on #IRCTC Website to select from for a rail traveller",non_complaint,Suggestion
"#IndianRailways to soon launch premium train #VandeBharatExpress from New Delhi to Jaipur.

Might begin from THIS month: https://t.co/YHuXwgrYWy",non_complaint,Informational
"Soon, Travel FromÃ‚Â UdaipurÃ‚Â To Ahmedabad H 
https://t.co/cETCiLgwLi

#IndianRailways #irctc #MinistryOfRailways #NewTrainRoutes",non_complaint,punctuality
@WesternRly @RailMinIndia @RatlamDRM May i know the near tentative date for the run of Indore Jaipur Vandebharat express from Indore.. #VandeBharatexpress #Indore #jaipur #Jabalpur #IndianRailways,non_complaint,Query
"Siemens emerges as the lowest bidder for manufacturing 1,200 electric locomotives of 9000 HP worth over â‚¹20,000 crore at Dahod in Gujarat. #IndianRailways expects delivery of the 1st locomotive from the Dahod facility in early 2024, &amp; the last in 2034.

#MakeInIndia
#gatishakti https://t.co/Uin67actZ0",non_complaint,-
@ambuj_hotel #IndianRailways #VandeBharat Absolutely amazing experience travelling from #Amb to #Chandigarh. The catering was par excellence.,non_complaint,Appreciation
"Further investigation on the data breach is being done by IRCTC. All IRCTC business partners have been asked to immediately examine whether there is any data leakage from their end and apprise the results along with corrective measures taken to IRCTC: #IndianRailways 

(ANI)",non_complaint,Data breach
#IndianRailways receives 500th diesel-electric #locomotive from @WabtecCorp. Read more here:  https://t.co/xeeg41Mp5s,non_complaint,
"Assam is devastated by flood again .
Scenes from Haflong Railway station.

#AssamFloods #Assam #IndianRailways https://t.co/E2tXug070v",non_complaint,News article link about floods in Assam
"#IndianRailways ðŸ‡®ðŸ‡³ðŸ‘ðŸ‡®ðŸ‡³This is for the 1st time in Indian Railways history, carrying 27000 tonnes of coal in 288 racks train with 6 high powered Electric engines, from  Chattisgarh/Bhilai to Korba",non_complaint,Development/Progress
"Sensational Pictures from #GorakhpurJunction dated 03/02/2022
Just a normal rain and water from everywhere.
Not expected this .

@AshwiniVaishnaw
@RailMinIndia
#IndianRailways https://t.co/cUJG0v9gHG",non_complaint,electrical equioment
"What's wrong with #IndianRailways???
600kms away from my home city. Ã°Å¸Â¤Â· I'm not a person who involved in any protest against #railways . Why this prejudice against #Students ?? What you want to prove??

 @RailMinIndia @AshwiniVaishnaw  @PMOIndia  #cbt2 #ntpc #aspirants https://t.co/foU2Db09Wh",non_complaint,staff behaviour
"Order the best food from the best e- Catering website.
https://t.co/tMNYAEOx8V
Order Via Call: 8263-940-940
.
#dibrail #healthyfood #dibrailblog #Dibrail_e_Catering_Service #foodie #foodpics #offer #BestDeals #indianfood #pizza #FoodInTrain #IndianRailways #foodlover #irctc https://t.co/SSZd9xO8bQ",non_complaint,Promotion
"Siemens gets â‚¹26,000-cr contract from Railways for 1,200 locomotives

Read more: https://t.co/jNHHeiRhsY

#pressroomToday #DailyHeadlines #BreakingNews #News #todayshighlights #siemens #indianrailways #railways #locomotive https://t.co/WYVGBNmj7f",non_complaint,
"Indo-Bangladesh train service, the ""Mitali Express"", is scheduled to begin its journey from West Bengal's New Jalpaiguri station in India to Dhaka in Bangladesh, from June 1 onwards.

#MitaliExpress #Dhaka #Bangladesh #IndianRailways 

https://t.co/GhbKQ3m3wI",non_complaint,Service Update
"Itarsi WAG-9 HC hauling a freight from Panvel towards JNPT under #October rain
#indianrailways https://t.co/yQnbDPfiUi",non_complaint,electrical equioment
"Indian Railways is celebrating 'Azadi Ka Amrit Mahotsav' from 4 pm onwards.

Watch Live: https://t.co/slkSGynTpM

#IndianRailways #AzadiKiRail #AzadiKaAmritMahotsav",non_complaint,Celebrations
This is a press release of @GMSRailway regarding the restoration of 33 number of unreserved coaches to be attached to the 9 pairs of trains mentioned in document below. The unreserved coaches have been restored after obtaining the approval from @RailMinIndia! #IndianRailways https://t.co/XOfwykMG80,non_complaint,corruption / bribery
"India's First private train between 06903 / 4 Coimbatore â€“ Shirdi by a private operator South Star Rail under the â€˜Bharat Gauravâ€™ scheme of Indian Railways will be leaving from Coimbatore by 6.00 pm today June 14,2022. #privateTrain #IndianRailways  #bharatgauravtrain",non_complaint,General update
"Is this where the ""highest ever"" money for #IndianRailways is coming from? #Children #Budget2023",non_complaint,Information
"@RailMinIndia @IRCTCofficial
@PMOIndia @IR_CRB @narendramodi @AshwiniVaishnaw @RailwaySeva #IndianRailways to make Berth/Seat reservation system more open &amp; transparent by displaying the total &amp; vacant Berth/Seat with layout plan on #IRCTC Website to select from by rail traveller",non_complaint,
"#Sensex, #Nifty open with small gains; Nykaa tanks 4%, Siemens up 2% after bagging locomotive contract from #IndianRailways

https://t.co/dHP7g0DMAF",non_complaint,News
"#DidYouKnow Sir William A.Dring, Agent of EIR, was perhaps the only head of a Railway system who died on falling from his own saloon on November 24, 1912. He was returning from a vacation and seems to have fallen off near a station called Gujhandi. #IndianRailways #History",non_complaint,
"#IndianRailways will run itsÂ #BharatGaurav Tourist TrainÂ on a route connecting pilgrimage sites ofÂ #AyodhyaÂ in #India &amp;Â #JanakpurÂ in Nepal next month. The 'Shri Ram-Janaki Yatra: Ayodhya to Janakpur' will start from #Delhi on February 17.
#Railways
https://t.co/jV6Kzx7LXn",non_complaint,
"@AshwiniVaishnaw Sir Intiative of direct train from Chennai to Hosur would be useful for many peoples who working in hosur from Chennai and especially for old age people who can travel in only one direct train.
#IndianRailways #chennaitohosur",non_complaint,
"Nostalgia?
#NewJalpaiguriJunction used to be a heaven for Diesel Engine Lovers !!
Various Locomotives used to come #NJP from Various Loco Sheds of #IndianRailways. One of the Most Important Station of #NortheastFrontierRailway used to look like this (in 2018)

ðŸ“¸: @Babai20011 https://t.co/NDbLxbQk1x",non_complaint,Appreciation
"Titagarh Wagons bags the single largest order ever from the Indian Railways for 24,177 wagons

#TitagarhWagons #INE615H01020 #OrderWin #Wagons #IndianRailways 

https://t.co/m7RM7tdQbU https://t.co/f1mHnz0Rcv",non_complaint,Informational
"#Railways to #increase max speed of #trains to 75kmph:

#Indian Railways decided to increase the #maximum permissible speed of trains from the present speed of 60 kmph to 75 kmph to combat delays during the winter #season. 

#indianrailways #speed #winter https://t.co/3tvKx4WXK5",non_complaint,Information
"Mesmerising scenes coming in from Shimla! 

The resplendent snow cover adds to the beauty and charm to the joy ride on the Kalka-Shimla Heritage Toy Train route. 

#IndianRailways https://t.co/NEXAOnlqZb",non_complaint,cleanliness
"A Ã¢â‚¬ËœJoint Parcel ProductÃ¢â‚¬â„¢ (JPP) of @IndiaPostOffice and #IndianRailways is being developed, wherein first-mile &amp; last-mile connectivity will be provided by Dept of Posts, &amp; intermediate connectivity from station to station shall be done through Railways

Ã°Å¸â€â€” https://t.co/rKs0MUTsIi https://t.co/KR2Q3Mbk84",non_complaint,corruption / bribery
"#IndianRailways  was never just a transporter, itâ€™s a part of the Indian way of life. You expect more from us, and we deliver. ðŸ’›ðŸ˜‚ https://t.co/OUdCjzuHEa",non_complaint,Appreciation
"@ScribeShah @RailMinIndia IÃ¢â‚¬â„¢m sure itÃ¢â‚¬â„¢s not #IndianRailways  coz that beautiful days are gone from 2014, there may be a Muslim or a good human in the pantry...",non_complaint,food
"Bs Karo ab or Kitna Hoga
#IndianRailways
Sharing live status of train 12323

From minits - Indian Train Status App
https://t.co/ivneWedMVO https://t.co/pTZV2peJUM",non_complaint,Punctuality
"#Birdwatching from a #train is a tough sport!

Read the full comic on https://t.co/NoCp6SemIo

Subscribe to my @SubstackInc profile on https://t.co/2BVrlrBeH3 to get Green Humour comics in your email inbox.

#birdwatching #birding #cartoons #comics #IndianRailways #greenhumour https://t.co/B8Z64vpjZ0",non_complaint,Information
"IRCTC download PDF and Share Ticket PopUp screen from last few weeks..
#IndianRailways https://t.co/ZYPoMozSZt",non_complaint,Information
"Change Your Username &amp; Password immediately from irctc portal or any other social media accounts in which you logged similar password as in IRCTC portal..ðŸ™Œ
#CyberSecurityAwareness #cyberoctopus #cybersecurity 
#IndianRailways #databreach https://t.co/tY2YFBL3Bw",non_complaint,Informational
"Hey #IndianRailways , It's a suggestion for you that One train set of Vande Bharat Train Should run from #Bhopal &lt;-to-&gt; #Pune via #Burhanpur , #Jalgaon districts
@Central_Railway @RailMinIndia #VandeBharatTrain",non_complaint,Service improvement
"Railway tunnel with two rail tracks in the ghat on Pune to Mumbai railway line. Shot from the vistadome coach of Deccan Queen.
more in my blog : https://t.co/7bOsCbLn0g

#railway #tunnel #IndianRailways #DeccanQueen #vistadome #ghat https://t.co/Z0g5h9M7Eg",non_complaint,Information
"#IndianRailways started a new train ""Shri Ram-Janaki Yatra: Ayodhya to Janakpur"" ( Gaurav Deluxe AC tourist train). This passenger train will start from Delhi on 17 February 2023.",non_complaint,
"Dima Hasao Railway station in Assam. Flash floods have cut off the district from rail communication ! The saddest picture in assam.
#IndianRailways
 #AssamFloods https://t.co/IaKKMjJSPm",non_complaint,News article link about floods in Assam
"Chakradharpur Division observing Swachhata Pakhwara from 16.09.2022 to 02.10.2022
@DycenhmS
#ser #Indianrailways 
#SwachhRail 
#SwachhataPakhwara https://t.co/OJdQH27Et4",non_complaint,punctuality
"Express Cargo service - a Joint Parcel Product of  India Post &amp; Indian Railways booked  from Jaipur Rajasthan on 28/12/2022 delivered to the addressee at Bengaluru on 30/12/2022.

#JointParcelProduct
#Indiapost
#IndianRailways https://t.co/1s2QKjo1JC",non_complaint,Ticket booking
"RailTel bags order worth Rs. 186.19 crore from South Eastern Coalfields Ltd. for the work of Multi-Protocol Label Switching-Virtual Private Network Connectivity

Read more...https://t.co/IYbQnSn6fi
 
#railtel #indianrailways #railway #electrical #infrastructure #stations #MPLSVPN https://t.co/9uuLxOz6kt",non_complaint,News/Update
"Traveling from Valsad to Mumbai just a journey of 300km think of who are travelling from Bihar to Maharashtra.
Making scheme and spending lots of money is easy but making people do all this is major important part of scheme #IndianRailways #cleaning #SwachhBharat https://t.co/yH2SV8W35Y",non_complaint,-
We travelled once from Ambala to Bilaspur by the Chattisgarh Express which runs from Amritsar to Bilaspur (2009). And once from Allahabad (now Prayagraj) to Vijayawada by Ganga Kaveri Express (1999). #IndianRailways #travel,non_complaint,Travel experience
"People have been asking what's being done to increase the speed of Vande Bharat train from Chennai to Mysuru. Well, this is one such work - replacing steel girders with PSC girders on bridge no.298 near Katpadi. This will improve the speeds from 110 to 130kmph. #IndianRailways https://t.co/sgEOU5QhXR",non_complaint,Infrastructure
"Today Vande Bharat Express From  Secunderabad Railway Station. 

This train will be the eighth Vande Bharat Express to be introduced by IndianRailways and will be the first one connecting the two  states of Telangana and Andhra Pradesh.

#vandebharth 
#IndianRailways 
#sajaikumar https://t.co/U1dZc64xvS",non_complaint,News/Announcement
"#IndianRailways #NTPC Result: From recruitment process to controversy, here's everything to know
https://t.co/bXIykrteaN",non_complaint,punctuality
".@RailMinIndia's @rlda_india invites proposals from eligible bidders for the development of Chandigarh Railway Station. ðŸš‚

For details, visit https://t.co/GYujBt5njX

#IndianRailways #Chandigarh @AshwiniVaishnaw https://t.co/gjs4J3tWCk",non_complaint,Information
"Welcome to Train No 22471-20473-20474-22472 OBHS Kindly Used : FRKH For Completion of Feedback Process Avalet Technology
Hats off to @Indianrailway18 Got my seat cleaned and the bad odour from the lavatory also fixed 
Keep doing the great work 
#IndianRailways 
@AshwiniVaishnaw",non_complaint,cleanliness
"@RailMinIndia  
TRAIN NO - 20817
PNR -6830985256
Had great experience in traveling in Rajdhani express from Bhubaneswar to Gaya junction.
Food &amp; services too fulfilled as expected. 
#IndianRailways",non_complaint,Appreciation
"Last year has been a rollercoaster but this one has made me blissful.
Happy New year from my family to yours.
@IRTSassociation 
#IndianRailways",non_complaint,Appreciation
"Corona is still alive!

Even after getting vaccinated, you still need to take precautions to protect yourself, family, and friends from coronavirus.
#Unite2FiightCorona #awareness #SafetyFirst  #IndianRailways @RailMinIndia @gmwcrailway @wc_railway @drmkota @drmjabalpur https://t.co/wMMqcw9V6g",non_complaint,
"Pnr-2144643584.
During my journey in 3A,i got a gift from indian railway facilities.Please have a look of cleaniness leads to this result.#IndianRailways @RailMinIndia @PMOIndia @AshwiniVaishnaw https://t.co/EM4ppEtnNl",non_complaint,Cleanliness
"#IndianRailways has come up with an initiative to showcase the cultural &amp; Spiritual Heritage of  Gujarat by running its Bharat Gaurav Deluxe AC Tourist Train. This train, operated by #IRCTC, will depart on Feb 28 from Delhi #Safdarjung Railway Station on a 8 day tour.",non_complaint,Information
"Heritage train that runs from #Muzaffarpur- #Bettiah to commemorate #MahatmaGandhiâ€™s journey of Champaran Satyagraha 

#IndianRailways @IRCTCofficial 

https://t.co/ih0h7Qfk94",non_complaint,Informational
"over the next five or six months &amp; the work is expected to be completed by May end.

Read more from https://t.co/wgKza0CXQo

#UtkarshIndia #CrashBarrier #CattleFencing #IndianRailways #VandeBharat #MetalBeamCrashBarriers #RailwayFencing #NewsAlert #railwaybudget2023 #Budget2023",non_complaint,Advertisement
#IndianRailways will launch its #BharatGaurav Tourist Train during a special tour between #India &amp; #Nepal on 17th February [from New Delhi] https://t.co/DaOEH5lDVs,non_complaint,
"Today's #railway #photo - while one may have seen the famous Panval viaduct from the bottom, this is how beautiful it looks on the top, as a train passes over it - near Ratnagiri station on the @KonkanRailway route! Pic courtesy, @Im_Ali40075! #IndianRailways #trains #photography https://t.co/9RHp9M8QGH",non_complaint,staff behaviour
"Corona is still alive!

Even after getting vaccinated, you still need to take precautions to protect yourself, family, and friends from coronavirus.
#Unite2FiightCorona #awareness #SafetyFirst  #IndianRailways 
@wc_railway @BhopalDivision @drmjabalpur https://t.co/mDqTeXEjAG",non_complaint,Information sharing
#IndianRailways News Vande Bharat train to UNA Himachal from Delhi is correct or is just a rumour #PMOIndia,non_complaint,security
"#DidYouKnow The first contract in the history of Indian Railways was awarded to the English construction firm, Faviell &amp; Fowler by the Great Indian Peninsula Railway in 1851 for laying the 34km railway line from Boribunder to Thana. #IndianRailways #History",non_complaint,Information/Advertisement
"Indian Railways 3.5 KM long  goods train Super Vasuki , 27000 tons coal in 295 wagons/containers from Korba to Nagpur in 11.20 hrs, longest ever with heaviest load .Kudos #IndianRailways ðŸ‘ðŸ‘ðŸ‘

 https://t.co/qkyx6rPLvc",non_complaint,Appreciation for Indian Railways achievement tweet
"Snow-Clad Indian Railways in Kashmir Valley

Few of my frames from my yesterday journey from Banihal to Baramulla

#indianrailways #IncredibleIndia 
@AshwiniVaishnaw @RailMinIndia @DarshanaJardosh @incredibleindia https://t.co/8qhthFjBzz",non_complaint,Appreciation/Positive
"Indian Railways on the path of continuous Modernization

Inauguration of Railway Electrification Works from Manmad to Mudkhed @RailMinIndia 
@raosahebdanve @raosaheboffice @AshwiniVaishnaw @drmned #IndianRailways #infrastructure #electrification #development #Infra4India https://t.co/eDJHJ2J1qs",non_complaint,punctuality
"Smiling faces as bedroll issue resumes in 12685/86 Mangalore Express. Bedroll supply started in a phased manner from today. 3 trains 12685/86, 12615/16 and 16179/80. Other trains will added one by one as we procure more bedroll kits. #IndianRailways https://t.co/EVZg3yYeK0",non_complaint,staff behaviour
"This view of the rail bridge emerging from the lush Western Ghats leaves onlookers awestruck. One of the longest rail bridges built in the Western Ghats, this engineering masterpiece is extraordinary.

#vistadome #indianrailways https://t.co/SnI7m55K7p",non_complaint,Informational
"The national transporter has introduced a #Navratri special menu from the first day of the festival.

#IndianRailways #Infrastructure 

https://t.co/K0MOKB8Jhy",non_complaint,punctuality
"I have applied in rrb kolkata but my cbt 2 is scheduled in varanasi, up which is nearly 600 km from my home. Please look into the matter . 
#IndianRailways 
#PMOIndia",non_complaint,corruption / bribery
READY TO DEPART FROM THE STATION #train #trainvideos #indianrailyt #IndianRailways https://t.co/ORbdDgPHok,non_complaint,facility
"To ensure zero casualties in case of derailment or head-on collisions between two trains on same tracks, the railway has started working on a mission mode to replace all the existing rakes of conventional old coaches from the passenger trains with LHB coaches.
#IndianRailways",non_complaint,Informational
Mr. #AshwiniVaishnaw ji it is humble request pls run a exam special train between indore to bikaner on 10 June from indore to bikaner and bikaner to indore in 14 June...pls sir #IndianRailways,non_complaint,Request
"Secunderabad Vijayawada Vande Bharat Express Train: #IndianRailways to run 6th semi-high-speed train from New Year | Secunderabad to Visakhapatnam, Tirupati Vande Bharat #IRCTC
https://t.co/q3oDIRZ1dp",non_complaint,
"Prime Minister #NarendraModi will flag off new #VandeBharat Express service from #Howrah to #NewJalpaiguri on December 30. The first #VandeBharatExpress service in the #WestBengal will be run 6 days a week.(1/2)
#IndianRailways #assortedrailfanning
https://t.co/AWegEYj5tx",non_complaint,Information
"Good Morning from #Rajasthan ! 

#IndianRailways #DekhoApnaDesh https://t.co/IZgWWELvoe",non_complaint,miscellaneous
"Central Railwayâ€™s Mumbai division registers ticket checking revenue of Rs. 81.70 crore from April to December-2022

Read more...https://t.co/hwfJoX54lt
 
#centralrailway #indianrailways #railway #electrical #infrastructure #ticketing #technology #safety #security #electronic https://t.co/L1XzD58j4c",non_complaint,Revenue generation
